        940.845         822.102         -31.103        -718.283           3.020 	 c, r, x, y and z 
       1198.627         828.495         -79.797        -695.018           3.075 	 c, r, x, y and z 
        969.277         808.092         -37.573        -731.796           3.041 	 c, r, x, y and z 
       1220.850         813.495         -86.096        -708.450           3.127 	 c, r, x, y and z 
       1089.641         746.476         -65.645        -791.673           3.277 	 c, r, x, y and z 
       1265.063         750.893        -102.196        -773.982           3.237 	 c, r, x, y and z 
       1114.418         734.879         -72.424        -805.173           3.216 	 c, r, x, y and z 
       1293.423         739.301        -109.055        -787.158           3.133 	 c, r, x, y and z 
       1656.461         801.675        -168.585        -691.070           3.442 	 c, r, x, y and z 
       1684.442         776.883        -179.525        -714.726           3.411 	 c, r, x, y and z 
       2403.438         445.874        -549.900       -1225.451           4.054 	 c, r, x, y and z 
       2165.840         866.476        -240.297        -608.496           3.224 	 c, r, x, y and z 
       2146.039        1387.262        -146.390        -357.186           4.668 	 c, r, x, y and z 
       2057.253        1459.859        -127.319        -330.023           7.908 	 c, r, x, y and z 
       2002.457        1537.078        -116.593        -313.393           7.605 	 c, r, x, y and z 
       1898.258        1606.092        -102.767        -299.833           7.634 	 c, r, x, y and z 
       1786.253        1681.286         -88.950        -286.296           7.699 	 c, r, x, y and z 
       1662.651        1763.694         -75.122        -272.707           7.749 	 c, r, x, y and z 
