        940.145         822.855         -31.103        -718.283           3.020 	 c, r, x, y and z 
       1195.758         830.758         -79.797        -695.018           3.075 	 c, r, x, y and z 
        970.306         808.952         -37.573        -731.796           3.041 	 c, r, x, y and z 
       1222.597         813.016         -86.096        -708.450           3.127 	 c, r, x, y and z 
       1089.274         747.016         -65.645        -791.673           3.277 	 c, r, x, y and z 
       1264.113         751.629        -102.196        -773.982           3.237 	 c, r, x, y and z 
       1117.661         734.081         -72.424        -805.173           3.216 	 c, r, x, y and z 
       1658.339         801.694        -168.585        -691.070           3.442 	 c, r, x, y and z 
       1686.048         777.242        -179.525        -714.726           3.411 	 c, r, x, y and z 
       2402.532         445.210        -549.900       -1225.451           4.054 	 c, r, x, y and z 
       2190.016         860.048        -245.663        -611.496           3.227 	 c, r, x, y and z 
       2166.726         865.565        -240.297        -608.496           3.224 	 c, r, x, y and z 
       2147.048        1385.984        -146.390        -357.186           4.668 	 c, r, x, y and z 
       2003.661        1537.694        -116.593        -313.393           7.605 	 c, r, x, y and z 
       1898.694        1606.790        -102.767        -299.833           7.634 	 c, r, x, y and z 
       1786.339        1681.597         -88.950        -286.296           7.699 	 c, r, x, y and z 
       1662.339        1763.339         -75.122        -272.707           7.749 	 c, r, x, y and z 
