        941.641         821.903      432875.213     4581377.508           3.020 	 c, r, x, y and z
       1200.219         827.898      432826.519     4581400.773           3.075 	 c, r, x, y and z
        971.068         807.495      432868.743     4581363.995           3.041 	 c, r, x, y and z
       1222.442         813.296      432820.220     4581387.341           3.127 	 c, r, x, y and z
       1090.039         746.476      432840.671     4581304.118           3.277 	 c, r, x, y and z
       1264.665         750.694      432804.120     4581321.809           3.237 	 c, r, x, y and z
       1115.514         734.056      432833.892     4581290.618           3.216 	 c, r, x, y and z
       1281.532         739.048      432797.261     4581308.633           3.133 	 c, r, x, y and z
       1656.461         802.073      432737.731     4581404.721           3.442 	 c, r, x, y and z
       1687.627         776.883      432726.791     4581381.065           3.411 	 c, r, x, y and z
       2402.642         446.670      432356.416     4580870.340           4.054 	 c, r, x, y and z
       2188.835         861.471      432660.653     4581484.295           3.227 	 c, r, x, y and z
       2165.840         867.670      432666.019     4581487.295           3.224 	 c, r, x, y and z
       2145.044        1385.869      432759.926     4581738.605           4.668 	 c, r, x, y and z
       2057.253        1460.655      432778.997     4581765.768           7.908 	 c, r, x, y and z
       2002.855        1537.277      432789.723     4581782.398           7.605 	 c, r, x, y and z
       1899.651        1606.490      432803.549     4581795.958           7.634 	 c, r, x, y and z
       1786.850        1681.485      432817.366     4581809.495           7.699 	 c, r, x, y and z
       1663.049        1764.490      432831.194     4581823.084           7.749 	 c, r, x, y and z
