        940.145         822.855      432875.213     4581377.508           3.020 	 c, r, x, y and z
       1195.758         830.758      432826.519     4581400.773           3.075 	 c, r, x, y and z
        970.306         808.952      432868.743     4581363.995           3.041 	 c, r, x, y and z
       1222.597         813.016      432820.220     4581387.341           3.127 	 c, r, x, y and z
       1089.274         747.016      432840.671     4581304.118           3.277 	 c, r, x, y and z
       1264.113         751.629      432804.120     4581321.809           3.237 	 c, r, x, y and z
       1117.661         734.081      432833.892     4581290.618           3.216 	 c, r, x, y and z
       1658.339         801.694      432737.731     4581404.721           3.442 	 c, r, x, y and z
       1686.048         777.242      432726.791     4581381.065           3.411 	 c, r, x, y and z
       2402.532         445.210      432356.416     4580870.340           4.054 	 c, r, x, y and z
       2190.016         860.048      432660.653     4581484.295           3.227 	 c, r, x, y and z
       2166.726         865.565      432666.019     4581487.295           3.224 	 c, r, x, y and z
       2147.048        1385.984      432759.926     4581738.605           4.668 	 c, r, x, y and z
       2003.661        1537.694      432789.723     4581782.398           7.605 	 c, r, x, y and z
       1898.694        1606.790      432803.549     4581795.958           7.634 	 c, r, x, y and z
       1786.339        1681.597      432817.366     4581809.495           7.699 	 c, r, x, y and z
       1662.339        1763.339      432831.194     4581823.084           7.749 	 c, r, x, y and z
